id,title,text,url,wiki_id,views,paragraph_id,langs,text_length,word_count,prompt_token_count,cl_1,cl_2,cl_3,cl_4,cl_5,cl_LS
523648,Osterdatum,"Ostern wird im Gedenken an die Auferstehung Jesu Christi gefeiert. Zur Zeit seiner Kreuzigung und Auferstehung in Jerusalem galt im Judentum ein lunisolarer Festkalender nach biblisch fundierten Regeln, der auch für die Christen hinsichtlich des Osterfestes maßgeblich blieb. Später übernahm das Christentum das solare System des julianischen Kalenders, während die Regeln des jüdischen Kalenders im 4. Jahrhundert unter dem Patriarchen Hillel II. systematisch festgelegt wurden.",https://de.wikipedia.org/wiki?curid=27735,27735,1035.0479736328125,4,3,479,65,1566,"Ostern ist ein Fest. Die Menschen erinnern sich daran, dass Jesus Christus wieder lebendig wurde. Das geschah in einer Stadt namens Jerusalem. Zuerst hatten die Leute einen besonderen Kalender. Dieser Kalender half ihnen zu wissen, wann sie Ostern feiern sollen. Später benutzten die Christen einen anderen Kalender.","Ostern ist ein wichtiges Fest. Es erinnert an die Auferstehung von Jesus Christus. Das geschah in Jerusalem. Zur Zeit von Jesus hatten die Menschen einen besonderen Kalender, den lunisolaren Kalender. Dieser Kalender bestimmte, wann Ostern gefeiert wird. Später wechselten Christen zu einem neuen Kalender, den julianischen Kalender.","Ostern wird gefeiert, um an die Auferstehung von Jesus Christus zu erinnern. Zur Zeit, als Jesus gekreuzigt wurde und wieder auferstand, nutzten die Menschen in Jerusalem einen lunisolaren Kalender nach biblischen Regeln. Dieser Kalender beeinflusste die Bestimmung des Osterdatums. Im Laufe der Zeit adaptierten Christen den julianischen Kalender, während der jüdische Kalender im 4. Jahrhundert von Hillel II. systematisch reformiert wurde.","Ostern, das Fest zur Erinnerung an die Auferstehung Jesu Christi, wird durch historische Kalendersysteme beeinflusst. Zu Jesu Lebzeiten verwendete das Judentum einen nach biblischen Vorschriften geregelten lunisolaren Kalender, der die Festlegung des Osterdatums bestimmte. Später übernahmen Christen den julianischen Kalender, ein solares System. Zur gleichen Zeit wurde der jüdische Kalender unter Hillel II. fixiert.","Ostern, das kulturell und religiös bedeutende Fest der christlichen Doktrin, kommemoriert die Auferstehung Christi, in einem Kontext historisch bedingter Zeitmessung. Zu Zeiten der Kreuzigung und Auferstehung Jesu wurde in Jerusalem ein lunisolarer Kalender genutzt, welcher sich an biblisch festgelegten Regeln orientierte und das Osterdatum determinierte. Im seguierenden historischen Verlauf adoptierte das Christentum das solare System des julianischen Kalenders. Parallel dazu wurde der jüdische Kalender im 4. Jahrhundert durch den Patriarchen Hillel II. in einer kodifizierten Form festgelegt.","Die Menschen feiern Ostern.
Sie denken dabei an Jesus Christus.
Jesus ist von den Toten wieder auferstanden.

Jesus hat in der Stadt Jerusalem gelebt.
Die Menschen hatten damals einen anderen Kalender.
Der Kalender richtet sich nach dem Mond und der Sonne.

Die Christen haben später einen neuen Kalender bekommen.
Der neue Kalender richtet sich nur nach der Sonne.
Die jüdischen Menschen haben ihren alten Kalender behalten.
Ein Mann mit dem Namen Hillel hat die Regeln für den Kalender aufgeschrieben.
Das war vor ungefähr 1700 Jahren."
1330,NATO,"Der Ausschluss eines Mitglieds ist im NATO-Vertrag nicht vorgesehen. Auch der Fall, dass ein Mitgliedstaat einen Angriffskrieg beginnt, ist in dem Vertrag nicht geregelt. Anwendbar ist in einem solchen Fall Art. 60 Abs. 3b der Wiener Vertragsrechtskonvention (WVRK) vom 23. Mai 1969, wonach generell eine „erhebliche Verletzung“ eines Vertrags (hier: des NATO-Vertrags) zum Ausschluss des beschuldigten Vertragspartners führen kann. Dies betrifft im Fall des NATO-Vertrags insbesondere die Pflicht aller Vertragspartner, sich um eine friedliche Streitbeilegung zu bemühen.",https://de.wikipedia.org/wiki?curid=3612,3612,3222.857177734375,174,176,572,77,1601,"Man kann ein Land nicht einfach aus der NATO werfen. Es gibt keine Regel dafür. Wenn ein Land aber was Schlimmes macht, gibt es andere Regeln. Diese sagen, dass man handeln muss, wenn ein Land sich nicht an die Regeln hält. Alle Länder in der NATO sollen dabei helfen, Streit in Ruhe zu lösen.","In den Regeln der NATO steht nicht, dass man ein Mitgliedsland ausschließen kann. Auch steht dort nichts darüber, wenn ein Land einen Krieg beginnt. Aber nach einem anderen Gesetz, wenn ein Land die Regeln sehr schwer verletzt, könnten andere Länder etwas dagegn tun. Die NATO-Länder sollen zusammenarbeiten, um Probleme friedlich zu lösen.","Der NATO-Vertrag enthält keine Bestimmungen für den Ausschluss eines Mitglieds oder für den Fall, dass ein Mitglied einen Angriffskrieg beginnt. Stattdessen wird in solchen Fällen auf Artikel 60 der Wiener Vertragsrechtskonvention Bezug genommen, die besagt, dass schwere Verstöße gegen einen Vertrag Konsequenzen haben können. Im NATO-Vertrag geht es vor allem darum, dass alle Mitglieder versuchen müssen, Konflikte friedlich zu lösen.","Der NATO-Vertrag sieht weder den Ausschluss eines Mitgliedstaates vor, noch behandelt er speziell den Beginn eines Angriffskrieges durch ein Mitglied. Bei schwerwiegenden Verstößen eines Mitglieds kann jedoch Artikel 60 der Wiener Vertragsrechtskonvention Anwendung finden, der im Falle einer 'erheblichen Verletzung' eines Vertrags grundsätzlich Maßnahmen erlaubt. Dies unterstreicht die Verpflichtung aller NATO-Mitglieder, zunächst friedliche Lösungen für Konflikte zu suchen.","Der NATO-Vertrag definiert zwar keine Prozeduren für den Ausschluss eines Mitgliedsstaates, noch stellt er spezifische Richtlinien auf, falls ein Mitgliedstaat eine aggressive Kriegsführung beginnt. Jedoch kommt Artikel 60 Absatz 3b der Wiener Vertragsrechtskonvention von 1969 zur Anwendung, welche Ausnahmeregelungen bei einer 'erheblichen Verletzung' des Vertrags ermöglich könnte. Die primäre Obliegenheit aller NATO-Mitglieder, gemäß dem Vertrag, besteht darin, Streitigkeiten auf friedlichem Wege zu klären.","In den Regeln von der NATO fehlen Informationen:
 - Wie kann man ein Land rauswerfen?
 - Was passiert, wenn ein Land Kriegt anfängt?

Es gibt aber einen anderen Vertrag.
Der Vertrag heißt Wiener Vertrags-Rechts-Konvention.
Der Vertrag ist aus dem Jahr 1969.
Der Vertrag sagt:
Ein Land hält die Regeln nicht ein.
Dann darf das Land nicht mehr mitmachen.
Das Land ist dann nicht mehr Teil von der NATO.

Die Länder in der NATO müssen friedlich sein.
Die Länder müssen Streit friedlich lösen.
Alle Länder müssen diese Regel einhalten."
111367,Christlich Demokratische Union Deutschlands,"Die CDU ist zusätzlich in allen Bundesländern, in denen sie antritt, im Landesparlament vertreten. Derzeit beteiligt sie sich in acht Ländern an der jeweiligen Landesregierung, in fünf stellt sie den Ministerpräsidenten.",https://de.wikipedia.org/wiki?curid=3956889,3956889,1771.0726318359375,4,82,220,31,1491,"Die CDU ist eine Gruppe, die in vielen Bundesländern mitmacht. Sie hilft in acht Bundesländern bei den Regeln. In fünf Ländern ist der Chef von der CDU.","Die CDU ist eine politische Partei, die in vielen Bundesländern im Landtag sitzt. In acht dieser Länder hat sie Einfluss auf die Regierung, und in fünf Ländern stellt sie den obersten Chef, den Ministerpräsidenten.","Die CDU ist in jedem Bundesland, in dem sie an den Wahlen teilnimmt, im Landesparlament vertreten. Aktuell ist die Partei in acht Bundesländern Teil der Landesregierung und stellt in fünf dieser Länder den Ministerpräsidenten.","In allen Bundesländern, in denen die CDU antritt, ist sie im Landesparlament vertreten. Derzeit wirkt die Partei in acht Bundesländern an der Landesregierung mit und stellt in fünf dieser Länder den Ministerpräsidenten.","Die Christlich Demokratische Union (CDU) ist in jedem Bundesland, in dem sie kandidiert, parlamentarisch vertreten. Derzeit partizipiert sie in acht Bundesländern an den jeweiligen Landesregierungen und fungiert in fünf davon als Führungskraft durch das Amt des Ministerpräsidenten.","Die CDU ist eine Partei.
Die CDU sitzt in allen Landes-Parlamenten.
Die CDU regiert in 8 Ländern mit.
Der Chef von einem Bundes-Land heißt Minister-Präsident.
In 5 Ländern ist der Minister-Präsident von der CDU."
455832,Peter und der Wolf,Jede Figur in der Geschichte ist einem bestimmten Instrument zugeordnet und hat ein eigenes musikalisches Leitmotiv:,https://de.wikipedia.org/wiki?curid=76656,76656,1107.1824951171875,8,26,116,16,1458,"In der Geschichte hat jede Person ein besonderes Musik-Instrument. Jede Person hat auch eine eigene Musik, die immer dann spielt, wenn sie etwas tut.","In dieser Geschichte hat jeder Charakter ein eigenes Instrument. Jeder hat auch ein eigenes Musikthema, das seine Rolle in der Geschichte betont.","Jeder Charakter in der Geschichte wird durch ein spezifisches Instrument repräsentiert und die Musik, die dieses Instrument spielt, dient als sein oder ihr thematisches Motiv.","In der Erzählung ist jedem Protagonisten ein bestimmtes Musikinstrument zugeordnet. Zusätzlich ist jedes dieser Instrumente mit einem spezifischen musikalischen Leitmotiv verbunden, das die individuelle Charakteristik und Rolle des Charakters unterstreicht.","In der narrativen Konstruktion des Werks wird jedem Protagonisten ein distinktes Musikinstrument zugeordnet, das symbolisch fungiert, indem es ein bestimmtes musikalisches Leitmotiv spielt. Dieses Motiv ist eng mit der Darstellung und Entwicklung des Charakters verbunden und fördert eine tiefere thematische Resonanz innerhalb der Erzählstruktur.","In der Geschichte haben die Figuren eigene Musik.
Jede Figur klingt anders.
Und jede Figur ein eigenes Musik-Instrument.
Die Musik von jeder Figur klingt immer gleich.
So erkennen wir die Person an der Musik."
402813,Royal Air Force,Am 1. September 1939 hatte die Wehrmacht den Überfall auf Polen begonnen. Großbritannien und Frankreich erklärten dem Deutschen Reich daraufhin nach Ablauf eines Ultimatums am 3. September 1939 gemeinsam den Krieg.,https://de.wikipedia.org/wiki?curid=64567,64567,1169.9439697265625,9,60,214,31,1490,"Am 1. September 1939 griffen deutsche Soldaten Polen an. Danach sagten Großbritannien und Frankreich, dass sie gegen Deutschland kämpfen wollen.",Am 1. September 1939 begann Deutschland Polen anzugreifen. Großbritannien und Frankreich waren nicht einverstanden und erklärten Deutschland am 3. September den Krieg.,"Am 1. September 1939 startete Deutschland einen Angriff auf Polen. Als Antwort darauf erklärten Großbritannien und Frankreich Deutschland am 3. September 1939 den Krieg, nachdem sie zuvor ein Ultimatum gestellt hatten.",Am 1. September 1939 leitete die deutsche Wehrmacht den Angriff auf Polen ein. Infolge dieses Überfalls erklärten Großbritannien und Frankreich nach einem gesetzten Ultimatum am 3. September 1939 dem Deutschen Reich gemeinsam den Krieg.,"Am ersten Tag des Septembers 1939 initiierte die Wehrmacht des Deutschen Reiches einen unprovozierten Überfall auf Polen, was den Beginn konfliktreicher Auseinandersetzungen darstellte. Dies veranlasste Großbritannien und Frankreich, nach Ablauf eines diplomatischen Ultimatums am 3. September 1939, eine formelle Kriegserklärung gegen das Deutsche Reich abzugeben.","Die deutsche Armee hat am 1. September 1939 Polen angegriffen.
Deutschland wollte den Krieg.
England und Frankreich haben Deutschland eine Warnung geschickt.
Deutschland hat die Warnung nicht beachtet.
England und Frankreich haben am 3. September 1939 Krieg mit Deutschland angefangen."
318980,Plutonium,"Analog zu Uranocen, einer Organometallverbindung in der Uran von zwei Cyclooctatetraen-Liganden komplexiert ist, wurden die entsprechenden Komplexe von Thorium, Protactinium, Neptunium, Americium und auch des Plutoniums, (η-CH)Pu, dargestellt.",https://de.wikipedia.org/wiki?curid=3856,3856,1285.5849609375,55,141,243,28,1501,"Es gibt eine besondere Art von Chemie, die Metalle und besondere Stoffe zusammenbringt. Man hat herausgefunden, wie man das nicht nur mit Uran machen kann, sondern auch mit anderen Metallen wie Thorium, Protactinium, Neptunium, Americium und Plutonium. Diese Verbindungen ähneln einem vorher bekannten Beispiel mit Uran.","Wissenschaftler haben neue chemische Verbindungen gemacht. Diese Verbindungen enthalten verschiedene Metalle wie Thorium, Protactinium, Neptunium, Americium und Plutonium. Sie ähneln einer schon bekannten Verbindung mit Uran. In diesen neuen Verbindungen sind die Metalle mit besonderen Bausteinen verbunden.","In der Chemie hat man neue Materialien erforscht, die ähnlich zu einer bereits bekannten Uranverbindung sind. Diese Materialien bestehen aus komplexen Strukturen, in denen Metalle wie Thorium, Protactinium, Neptunium, Americium und Plutonium mit organischen Molekülen verbunden sind. Diese Forschungen bauen auf dem erfolgreichen Beispiel dieser speziellen Uranverbindung auf.","Forschungen im Bereich der Organometallchemie haben zur Synthese neuer Komplexe geführt, die auf dem bekannten Uranocen basieren. Diese Komplexe umfassen Metalle wie Thorium, Protactinium, Neptunium, Americium und Plutonium, wobei die Metalle mit organischen Liganden, speziell Cyclooctatetraen, gebunden sind. Diese Arbeit erweitert unser Verständnis der Interaktionen zwischen diesen Metallen und organischen Komponenten.","In der Organometallchemie wurden analoge Verbindungen zu Uranocen, bei dem Uran mit zwei Cyclooctatetraen-Liganden komplexiert ist, für eine Reihe anderer Actiniden synthetisiert. Diese Komplexe, darunter die der Elemente Thorium, Protactinium, Neptunium, Americium und Plutonium (bezeichnet als η-CH)Pu, tragen wesentlich zur Erweiterung unserer Kenntnisse über die Koordinationschemie der schwereren Actiniden bei und öffnen neue Perspektiven für die Untersuchung ihrer chemischen und physikalischen Eigenschaften.","Uranocen ist eine chemische Verbindung.
Die Verbindung verwendet Uran.

Forscher haben neue Verbindungen gemacht.
Die Forscher haben andere Elemente benutzt.
Die Elemente sind:
 - Thorium
 - Protactinium
 - Neptunium
 - Americium
 - Plutonium

Die neuen Verbindungen sind wie Uranocen aufgebaut."
898996,Swetlana Iossifowna Allilujewa,"Swetlana Iossifowna Allilujewa, ursprünglich ""Swetlana Iossifowna Stalina"" (; ; * 28. Februar 1926 in Moskau; † 22. November 2011 in Richland Center, Wisconsin), war das jüngste Kind und die einzige Tochter des sowjetischen Regierungs- und Parteichefs Josef Stalin und seiner zweiten Frau Nadeschda Allilujewa.",https://de.wikipedia.org/wiki?curid=209860,209860,744.4135131835938,0,47,310,44,1538,"Swetlana war ein Mädchen aus Moskau. Ihr Papa war Josef Stalin. Er war sehr wichtig in seinem Land. Swetlana hatte auch eine Mama, Nadeschda. Sie starb im Jahr 2011.","Swetlana Allilujewa kam 1926 in Moskau zur Welt. Ihr Vater war Josef Stalin, er war ein sehr mächtiger Mann in der Sowjetunion. Ihre Mutter hieß Nadeschda Allilujewa. Swetlana ist 2011 gestorben.","Swetlana Iossifowna Allilujewa, geboren 1926 in Moskau, war die einzige Tochter von Josef Stalin, dem Führer der Sowjetunion, und seiner zweiten Frau Nadeschda. Swetlana starb 2011 in den USA.","Swetlana Iossifowna Allilujewa, früher bekannt als Swetlana Stalina, wurde am 28. Februar 1926 in Moskau geboren. Sie war das jüngste Kind des sowjetischen Diktators Josef Stalin und seiner zweiten Frau Nadeschda. Swetlana verstarb 2011 in Richland Center, Wisconsin.","Swetlana Iossifowna Allilujewa, gebürtig Swetlana Iossifowna Stalina, erblickte am 28. Februar 1926 in Moskau das Licht der Welt. Sie war das letzte Kind und die einzige Tochter des sowjetischen Diktators Josef Stalin und seiner Zweitehefrau Nadeschda Allilujewa. Sie verstarb am 22. November 2011 in Richland Center, Wisconsin, und hinterließ ein bedeutendes historisches Erbe.","Swetlana Iossifowna Allilujewa ist die Tochter von Josef Stalin.
Stalin war der Chef der Sowjet-Union.
Swetlana ist am 28. Februar 1926 in Moskau geboren.
Sie ist am 22. November 2011 in den USA gestorben.
Die Mutter von Swetlana heißt Nadeschda.
Nadeschda war die 2. Frau von Stalin.
Swetlana hat noch Geschwister.
Aber sie ist das einzige Mädchen.
Und sie ist das jüngste Kind von Stalin."
279420,James Hetfield,"Obwohl er bei Metallica die Rolle des Rhythmusgitarristen innehat, ist Hetfield gelegentlich auch auf Studioaufnahmen als Solist zu hören (so z. B. bei ""Nothing Else Matters"" und ""Turn the Page"") und spielt bei Liveauftritten zusammen mit Leadgitarrist Kirk Hammett häufig mehrstimmige, auch schnellere Sektionen.",https://de.wikipedia.org/wiki?curid=145894,145894,1350.56201171875,12,71,313,44,1518,"James Hetfield spielt bei der Band Metallica Gitarre. Manchmal spielt er alleine Gitarre bei Liedern. Ein Lied heißt 'Nothing Else Matters'. Bei Konzerten spielt er oft zusammen mit einem anderen Gitarristen, Kirk.","James Hetfield ist der Rhythmusgitarrist von Metallica. Bei einigen Liedern, wie 'Nothing Else Matters', spielt er alleine als Solist. Wenn Metallica Live-Konzerte gibt, spielt er oft zusammen mit Kirk Hammett, dem Leadgitarristen, schwierige Teile.","In der Band Metallica ist James Hetfield hauptsächlich für die Rhythmusgitarre zuständig. Jedoch hört man ihn auch als Solisten in einigen Studioaufnahmen, beispielweise in den Songs 'Nothing Else Matters' und 'Turn the Page'. Bei Liveauftritten übernimmt er zusammen mit Leadgitarrist Kirk Hammett oft komplexe Gitarrenparts.","James Hetfield, der Rhythmusgitarrist von Metallica, tritt in einigen Studioaufnahmen auch als Solist hervor, wie in den Tracks 'Nothing Else Matters' und 'Turn the Page'. Während Liveauftritten vollführt er zusammen mit dem Leadgitarristen Kirk Hammett schnelle und mehrstimmige Sektionen, was sein musikalisches Talent unterstreicht.","Obwohl primär als Rhythmusgitarrist der Band Metallica bekannt, übernimmt James Hetfield in spezifischen Studioaufnahmen auch solistische Funktionen, exemplarisch nachzuvollziehen in Werken wie 'Nothing Else Matters' und 'Turn the Page'. In Liveperformances ergänzt er häufig den Leadgitarristen Kirk Hammett bei der Ausführung anspruchsvoller, mehrstimmiger und zügiger Passagen, was seine technische Versiertheit im Gitarrenspiel betont.","James Hetfield spielt bei Metallica Gitarre.
Meistens macht er den Rhythmus.
Aber manchmal spielt auch nur er.
Das nennt man ein Solo.
Bei Aufnahmen spielt er manchmal die Solos.
Bei Konzerten spielt Hetfield mit Kirk Hammett zusammen.
Kirk Hammett ist auch Gitarrist von Metallica.
Sie spielen oft schnelle Stücke zusammen.
Und sie spielen oft Stücke mit mehreren Stimmen."
746723,Sangerhausen,Die Autobahn A38 ermöglicht eine schnelle Ost-West-Anbindung an die Städte Leipzig und Göttingen. Südwestlich des Stadtgebietes beginnt die Autobahn A71 am Dreieck Südharz.,https://de.wikipedia.org/wiki?curid=3201800,3201800,844.06103515625,3,44,172,23,1481,"Die Autobahn A38 macht es schnell und einfach, von Ost nach West zu kommen. Sie geht zu den Orten Leipzig und Göttingen. Eine andere Autobahn startet auch hier. Sie heißt A71 und beginnt am Ort Südharz.","Die Autobahn A38 verbindet zwei Großstädte, Leipzig im Osten und Göttingen im Westen, miteinander. Etwas weiter südwestlich von dieser Strecke findet man den Beginn einer weiteren Autobahn, der A71, die am Dreieck Südharz startet.","Die Autobahn A38 bietet eine direkte Verbindung der Städte Leipzig und Göttingen und dient als wichtige Ost-West-Route. Nicht weit entfernt, im Südwesten, beginnt die Autobahn A71 am Dreieck Südharz, was eine zusätzliche wichtige Verkehrsverbindung darstellt.","Die Autobahn A38 fungiert als bedeutende Verkehrsader für die schnelle Verbindung zwischen Leipzig und Göttingen und deckt somit eine wesentliche Ost-West-Route ab. In der Nähe, am Dreieck Südharz, initiiert die Autobahn A71, die südwestlich des Stadtgebiets beginnt, eine weitere kritische Verbindung.","Die Autobahn A38 etabliert sich als effiziente Infrastrukturkomponente, indem sie ein zügiges Ost-West-Verkehrsnetz zwischen Leipzig und Göttingen schafft. Im südwestlichen Areal des Stadtgebietes findet der Ursprung der A71 am Dreieck Südharz statt, die ein weiteres essentielles Element im regionalen Straßennetzwerksystem darstellt.","Die Auto-Bahn A38 verbindet die Städte Leipzig und Göttingen.
Sie macht die Verbindung zwischen den Städten schnell.
Die Auto-Bahn A71 beginnt im Süd-Westen von der Stadt.
Die Auto-Bahn A71 beginnt am Dreieck Süd-Harz."
385988,Hyundai Motor Company,"Seit Juli 2009 verkaufte Hyundai in Korea das Halbhybrid-Modell Elantra LPI Hybrid, bei dem ein Elektroantrieb einen erdgasgetriebenen Ottomotor unterstützt.",https://de.wikipedia.org/wiki?curid=212587,212587,1191.122314453125,22,67,157,20,1477,Hyundai hat ein neues Auto gemacht. Es ist ein ganz besonderes Auto. Es fährt mit Gas und auch mit Strom. Das Auto kam im Juli 2009 in Korea heraus.,"Im Juli 2009 begann Hyundai in Korea, ein neues Auto zu verkaufen. Es ist ein Halbhybrid-Auto. Das bedeutet, es nutzt sowohl Gas als auch elektrischen Strom zum Fahren.","Seit Juli 2009 bietet Hyundai in Korea das Modell Elantra LPI Hybrid an, ein Halbhybrid-Fahrzeug. Es kombiniert einen Motor, der mit Gas läuft, mit einem Elektromotor, was bei der Energieeffizienz hilft.","Hyundai führte im Juli 2009 in Korea den Verkauf des Elantra LPI Hybrid ein. Diese Fahrzeugvariante kombiniert einen erdgasbetriebenen Ottomotor mit einem unterstützenden Elektroantrieb, eine Technologie, die sowohl ökologische als auch ökonomische Vorteile bietet.","In Konsolidierung ihrer Innovationsbestrebungen führte Hyundai im Juli 2009 in Korea das Modell Elantra LPI Hybrid ein. Diese Automobileinheit kombiniert einen erdgasbetriebenen Ottomotor mit einem synchronisierten Elektroantrieb, eine bedeutende Entwicklung im Bereich der Halbhybrid-Technologien, die sowohl Reduzierung der Emissionswerte als auch Optimierung des Kraftstoffverbrauchs bezweckt.","Hyundai baut ein besonderes Auto.
Das Auto heißt Elantra LPI Hybrid.
Das Auto hat 2 Motoren.
Ein Motor läuft mit Erd-Gas.
Der andere Motor läuft mit Strom.
Hyundai verkauft das Auto seit Juli 2009 in Korea."
355319,Gütersloh,"In der Psychiatrischen Provinzial-Heilanstalt Gütersloh (später Westfälische Landesklinik, heute LWL-Klinikum) wurden zwischen 1940 und 1943 darüber hinaus insgesamt 1017 Patienten im Rahmen der NS-Krankenmorde Aktion T4 und Aktion Brandt in Tötungsanstalten wie Hadamar deportiert. Nur 220 von ihnen überlebten.",https://de.wikipedia.org/wiki?curid=39251,39251,1233.8619384765625,24,53,312,39,1523,In Gütersloh gab es ein großes Krankenhaus. Von 1940 bis 1943 wurden viele kranke Menschen weggebracht und nicht mehr zurückgebracht. Nur wenige kamen zurück.,"Zwischen 1940 und 1943 wurden in einem Krankenhaus in Gütersloh über tausend Patienten weggeschickt, in eine andere Klinik. Viele von ihnen haben nicht überlebt, nur etwa 220 sind zurückgekehrt.",Im Zeitraum von 1940 bis 1943 wurden aus der Psychiatrischen Provinzial-Heilanstalt in Gütersloh über 1000 Patienten im Rahmen von NS-Verbrechen in spezielle Tötungsanstalten deportiert. Nur etwa 220 dieser Menschen überlebten diese dunkle Zeit.,"In der Historie der Psychiatrischen Provinzial-Heilanstalt Gütersloh, später bekannt als Westfälische Landesklinik, ist festgehalten, dass zwischen 1940 und 1943 insgesamt 1017 Patienten im Zuge der NS-Krankenmorde Aktion T4 und Aktion Brandt deportiert wurden. Von diesen überlebten lediglich 220. Die meisten wurden in Einrichtungen wie Hadamar umgebracht.","Zwischen 1940 und 1943 fanden in der damaligen Psychiatrischen Provinzial-Heilanstalt Gütersloh, später umbenannt in Westfälische Landesklinik und heutiges LWL-Klinikum, systematische Deportationen statt. Diese waren Teil der nationalsozialistischen Euthanasieprogramme, speziell der Aktionen T4 und Brandt. In diesen Kontext wurden 1017 Patienten in spezialisierte Tötungsanstalten wie Hadamar überführt, von denen nur 220 die NS-Zeit überlebten.","In Gütersloh gibt es eine Klinik.
Die Klinik heißt heute LWL-Klinikum.
In den Jahren 1940 bis 1943 haben die Nazis kranke Menschen weg-gebracht.
Die Menschen waren voher in der Klinik.
Sie waren krank.
Deswegen haben die Nazis versucht die Menschen zu töten.
Insgesamt haben die Nazis 1017 Menschen weg-gebracht.
Nur 220 haben überlebt."
832974,Litschibaum,"Mit ""Litchi chinensis"" als Typusart stellte Pierre Sonnerat 1782 in ""Voyage aux Indes Orientales"", 3, S. 255 die Gattung ""Litchi"" auf. Ein Synonym von ""Litchi"" ist ""Euphoria""",https://de.wikipedia.org/wiki?curid=28131,28131,783.489990234375,7,94,174,27,1494,Litchi ist eine Pflanze. Ein Forscher namens Pierre Sonnerat hat Litchi in einem Buch über seine Reise geschrieben. Das war im Jahr 1782. Litchi hat auch einen anderen Namen: Euphoria.,"Die Pflanze Litchi wurde zuerst 1782 von Pierre Sonnerat beschrieben. Er schrieb in seinem Reisebuch, dass Litchi die Hauptart ist. Litchi heißt auch Euphoria.","Die Gattung Litchi, zu der die Art Litchi chinensis gehört, wurde im Jahr 1782 von Pierre Sonnerat festgelegt. Er beschrieb sie in seinem Werk 'Voyage aux Indes Orientales'. Ein anderer Name für Litchi ist Euphoria.",In seiner Publikation 'Voyage aux Indes Orientales' von 1782 definierte Pierre Sonnerat die Gattung Litchi mit der Typusart Litchi chinensis. Ein etabliertes Synonym für Litchi ist zudem Euphoria.,"Pierre Sonnerat etablierte 1782 in seiner Monographie 'Voyage aux Indes Orientales' die botanische Gattung Litchi, mit Litchi chinensis als Typusart. Der Name Euphoria fungiert in wissenschaftlichen Kreisen als anerkanntes Synonym für Litchi.","Pierre Sonnerat hat im Jahr 1782 ein Buch geschrieben.
Das Buch heißt: Reise nach Ost-Indien.
In dem Buch beschreibt er die Litchi-Frucht.
Er gibt der Frucht einen besonderen Namen.
Der Name war Litchi chinensis.
Die Litchi-Frucht hat noch einen anderen Namen.
Der andere Name ist Euphoria."
994892,Carl Herzog von Württemberg,Carl Maria Peter Ferdinand Philipp Albrecht Joseph Michael Pius Konrad Robert Ulrich Herzog von Württemberg (* 1. August 1936 in Friedrichshafen; † 7. Juni 2022 in Ravensburg) war ein deutscher Unternehmer und ab 1975 Oberhaupt des Hauses Württemberg.,https://de.wikipedia.org/wiki?curid=317181,317181,687.3497314453125,0,20,251,38,1503,"Carl war ein wichtiger Mann aus Deutschland. Er wurde im Jahr 1936 geboren und ist im Jahr 2022 gestorben. Carl war der Chef seiner Familie, die Württemberg heißt. Er war auch ein Unternehmer.","Carl Maria Peter Ferdinand Philipp Albrecht Joseph Michael Pius Konrad Robert Ulrich, Herzog von Württemberg, wurde 1936 in Friedrichshafen, Deutschland geboren und starb 2022 in Ravensburg. Er war ein deutscher Unternehmer und seit 1975 der Leiter seiner Familie, dem Haus Württemberg.",Carl Maria von Württemberg war ein bedeutender deutscher Unternehmer und das Oberhaupt des Hauses Württemberg ab 1975. Er wurde 1936 in Friedrichshafen geboren und starb 2022 in Ravensburg. Er hatte eine wichtige Rolle in seiner Familie und im Geschäftsleben.,"Carl Maria von Württemberg, geboren 1936 in Friedrichshafen und verstorben 2022 in Ravensburg, war ab 1975 das Oberhaupt des Hauses Württemberg, einer historischen deutschen Familie. Neben seiner Rolle in der Adelsfamilie war er auch als Unternehmer tätig.","Carl Maria Peter Ferdinand Philipp Albrecht Joseph Michael Pius Konrad Robert Ulrich Herzog von Württemberg, geboren am 1. August 1936 in Friedrichshafen und gestorben am 7. Juni 2022 in Ravensburg, war ein deutscher Unternehmer und übernahm 1975 die Position des Oberhauptes des Hauses Württemberg. Seine Führung umfasste sowohl unternehmerische als auch adelige Verantwortlichkeiten seit dem letzten Viertel des 20. Jahrhunderts.","Carl Herzog von Württemberg ist am 1. August 1936 geboren.
Er wird in Friedrichshafen geboren.
Er stirbt am 7. Juni 2022 in Ravensburg.
Carl Herzog von Württemberg arbeitet als Unternehmer.
Im Jahr 1975 wurde er Chef vom Haus Württemberg."
